0.0 0.5 56.0 74.0 0.9996196
0.0 0.5 74.0 97.0 0.9993024
0.0 0.5 97.0 133.0 0.998887
0.0 0.5 133.0 174.0 0.9981627
0.0 0.5 174.0 220.0 0.99730415
0.0 0.5 220.0 272.0 0.9961395
0.0 0.5 272.0 330.0 0.99495535
0.0 0.5 330.0 395.0 0.9936232
0.0 0.5 395.0 468.0 0.99240995
0.0 0.5 468.0 548.0 0.99140565
0.0 0.5 548.0 638.0 0.9907134
0.0 0.5 638.0 737.0 0.99063745
0.0 0.5 737.0 846.0 0.99114085
0.0 0.5 846.0 967.0 0.9928838
0.0 0.5 967.0 1101.0 0.9958442
0.0 0.5 1101.0 1248.0 1.00035955
0.0 0.5 1248.0 1410.0 1.0061955
0.0 0.5 1410.0 1588.0 1.014383
0.0 0.5 1588.0 1784.0 1.025118
0.0 0.5 1784.0 2000.0 1.036824
0.0 0.5 2000.0 2238.0 1.052514
0.0 0.5 2238.0 2500.0 1.0692625
0.0 0.5 2500.0 2787.0 1.0882555
0.0 0.5 2787.0 3103.0 1.1102145
0.0 0.5 3103.0 3450.0 1.1369805
0.0 0.5 3450.0 3832.0 1.154794
0.5 1.0 56.0 74.0 0.99963245
0.5 1.0 74.0 97.0 0.9993329
0.5 1.0 97.0 133.0 0.99893285
0.5 1.0 133.0 174.0 0.99813725
0.5 1.0 174.0 220.0 0.99725105
0.5 1.0 220.0 272.0 0.9961263
0.5 1.0 272.0 330.0 0.9948849
0.5 1.0 330.0 395.0 0.9934902
0.5 1.0 395.0 468.0 0.9920143
0.5 1.0 468.0 548.0 0.9908962
0.5 1.0 548.0 638.0 0.9898829
0.5 1.0 638.0 737.0 0.9892617
0.5 1.0 737.0 846.0 0.98909665
0.5 1.0 846.0 967.0 0.9898291
0.5 1.0 967.0 1101.0 0.9909337
0.5 1.0 1101.0 1248.0 0.99349705
0.5 1.0 1248.0 1410.0 0.9966922
0.5 1.0 1410.0 1588.0 1.00108665
0.5 1.0 1588.0 1784.0 1.0065365
0.5 1.0 1784.0 2000.0 1.0138125
0.5 1.0 2000.0 2238.0 1.02075
0.5 1.0 2238.0 2500.0 1.029322
0.5 1.0 2500.0 2787.0 1.0399775
0.5 1.0 2787.0 3103.0 1.050152
0.5 1.0 3103.0 3450.0 1.0541715
1.0 1.5 56.0 74.0 0.9995284
1.0 1.5 74.0 97.0 0.99939275
1.0 1.5 97.0 133.0 0.99883995
1.0 1.5 133.0 174.0 0.99814165
1.0 1.5 174.0 220.0 0.99715155
1.0 1.5 220.0 272.0 0.9958613
1.0 1.5 272.0 330.0 0.9943861
1.0 1.5 330.0 395.0 0.99287915
1.0 1.5 395.0 468.0 0.99134055
1.0 1.5 468.0 548.0 0.98952455
1.0 1.5 548.0 638.0 0.98785915
1.0 1.5 638.0 737.0 0.9863321
1.0 1.5 737.0 846.0 0.9849609
1.0 1.5 846.0 967.0 0.98389035
1.0 1.5 967.0 1101.0 0.9828652
1.0 1.5 1101.0 1248.0 0.98252345
1.0 1.5 1248.0 1410.0 0.9824017
1.0 1.5 1410.0 1588.0 0.9824811
1.0 1.5 1588.0 1784.0 0.98270035
1.0 1.5 1784.0 2000.0 0.98256205
1.0 1.5 2000.0 2238.0 0.98472815
1.0 1.5 2238.0 2500.0 0.98465025
1.0 1.5 2500.0 2787.0 0.9853231
1.0 1.5 2787.0 3103.0 0.97541195
1.5 2.0 56.0 74.0 0.9997618
1.5 2.0 74.0 97.0 0.9992758
1.5 2.0 97.0 133.0 0.9986125
1.5 2.0 133.0 174.0 0.99780655
1.5 2.0 174.0 220.0 0.99667585
1.5 2.0 220.0 272.0 0.9958383
1.5 2.0 272.0 330.0 0.99347775
1.5 2.0 330.0 395.0 0.99153955
1.5 2.0 395.0 468.0 0.98966255
1.5 2.0 468.0 548.0 0.98729605
1.5 2.0 548.0 638.0 0.98496535
1.5 2.0 638.0 737.0 0.9822647
1.5 2.0 737.0 846.0 0.97980285
1.5 2.0 846.0 967.0 0.97713075
1.5 2.0 967.0 1101.0 0.97425135
1.5 2.0 1101.0 1248.0 0.97197115
1.5 2.0 1248.0 1410.0 0.96912995
1.5 2.0 1410.0 1588.0 0.96608055
1.5 2.0 1588.0 1784.0 0.9630138
1.5 2.0 1784.0 2000.0 0.9548126
1.5 2.0 2000.0 2238.0 0.9545082
2.0 2.5 56.0 74.0 0.9997084
2.0 2.5 74.0 97.0 0.9996052
2.0 2.5 97.0 133.0 0.9988486
2.0 2.5 133.0 174.0 0.99787705
2.0 2.5 174.0 220.0 0.99634
2.0 2.5 220.0 272.0 0.99459525
2.0 2.5 272.0 330.0 0.9930357
2.0 2.5 330.0 395.0 0.9896929
2.0 2.5 395.0 468.0 0.9877044
2.0 2.5 468.0 548.0 0.9851458
2.0 2.5 548.0 638.0 0.98141345
2.0 2.5 638.0 737.0 0.97834965
2.0 2.5 737.0 846.0 0.97533935
2.0 2.5 846.0 967.0 0.9717475
2.0 2.5 967.0 1101.0 0.96720865
2.0 2.5 1101.0 1248.0 0.96281395
2.0 2.5 1248.0 1410.0 0.9578757
2.0 2.5 1410.0 1588.0 0.9580393
2.0 2.5 1588.0 1784.0 0.97769615
2.0 2.5 1784.0 2000.0 1.0
