       1     0.5       1     174     220      831.24    0.33    1.00   -0.05    0.05    2.60    0.00    0.00    0.77   -0.89    1.26   -1.33    0.10   -0.09   -0.11    0.12    0.00   -0.01    2.49   -2.55    2.42   -2.47    0.00    0.00    0.00    0.00    0.00    0.00    0.07   -0.04    0.00    0.00    0.00    0.00    0.00    0.00    0.09   -0.21    0.11   -0.18   -0.32    0.32    0.12   -0.10    0.00    0.00    0.00    0.00    0.45   -0.46    0.12   -0.12    0.12   -0.09    0.00    0.00    0.00    0.00    0.00    0.00   -0.56    0.56    0.24   -0.24    0.81   -1.28   -0.05    0.05
       1     0.5       1     220     272      244.06    0.33    1.00   -0.05    0.05    2.60    0.00    0.00    0.76   -0.68    1.24   -1.14   -0.02    0.01    0.02   -0.02   -0.04    0.04    2.07   -1.95    2.25   -2.16    0.00    0.00    0.00    0.00    0.00    0.00    0.09   -0.13    0.00    0.00    0.00    0.00    0.00    0.00    0.24   -0.11    0.02    0.01   -0.17    0.17    0.05   -0.07    0.00    0.00    0.00    0.00    0.26   -0.26    0.05   -0.04    0.05   -0.07    0.00    0.00    0.00    0.00    0.00    0.00   -0.14    0.14    0.20   -0.20    0.52   -0.85   -0.01    0.01
       1     0.5       1     272     330      79.789    0.25    1.00   -0.10    0.05    2.60    0.00    0.00    0.81   -0.81    1.31   -1.35   -0.08    0.09    0.09   -0.08    0.04   -0.04    1.90   -1.89    2.57   -2.55    0.00    0.00    0.00    0.00    0.00    0.00    0.18   -0.18    0.00    0.00    0.00    0.00    0.00    0.00    0.22   -0.26   -0.36    0.36   -0.25    0.23    0.12   -0.11    0.00    0.00    0.00    0.00    0.27   -0.27   -0.01    0.01    0.07   -0.07    0.00    0.00    0.00    0.00    0.00    0.00   -0.24    0.24    0.18   -0.18    0.63   -0.85   -0.02    0.02
       1     0.5       1     330     395      27.026    0.19    1.00   -0.10   -0.00    2.60    0.00    0.00    0.82   -0.84    1.43   -1.36   -0.13    0.12    0.12   -0.13    0.11   -0.12    1.67   -1.61    2.66   -2.56    0.00    0.00    0.00    0.00    0.00    0.00    0.26   -0.26    0.00    0.00    0.00    0.00    0.00    0.00    0.23   -0.22   -0.49    0.57   -0.15    0.16    0.09   -0.10    0.00    0.00    0.00    0.00    0.21   -0.23    0.06   -0.05   -0.02    0.02    0.00    0.00    0.00    0.00    0.00    0.00   -0.18    0.18    0.16   -0.15    0.60   -0.76   -0.01    0.01
       1     0.5       1     395     468      9.9389    0.17    1.00   -0.10   -0.00    2.60    0.00    0.00    0.84   -0.78    1.32   -1.32   -0.17    0.15    0.16   -0.17    0.03   -0.04    1.30   -1.25    2.61   -2.60    0.00    0.00    0.00    0.00    0.00    0.00    0.36   -0.35    0.00    0.00    0.00    0.00    0.00    0.00    0.21   -0.23   -0.78    0.73   -0.18    0.17    0.10   -0.10    0.00    0.00    0.00    0.00    0.15   -0.15   -0.09    0.08    0.01   -0.01    0.00    0.00    0.00    0.00    0.00    0.00   -0.18    0.18    0.14   -0.14    0.55   -0.67   -0.01    0.01
       1     0.5       1     468     548      3.7742    0.16    1.00   -0.10   -0.00    2.60    0.00    0.00    0.84   -0.87    1.44   -1.41   -0.26    0.29    0.22   -0.19    0.19   -0.16    1.14   -1.12    2.66   -2.57    0.00    0.00    0.00    0.00    0.00    0.00    0.35   -0.36    0.00    0.00    0.00    0.00    0.00    0.00    0.30   -0.27   -0.92    0.97   -0.10    0.11    0.11   -0.10    0.00    0.00    0.00    0.00    0.17   -0.15   -0.03    0.05   -0.01    0.02    0.00    0.00    0.00    0.00    0.00    0.00   -0.15    0.15    0.12   -0.12    0.50   -0.59   -0.01    0.01
       1     0.5       1     548     638      1.4788    0.11    1.00   -0.10   -0.00    2.60    0.00    0.00    0.86   -0.85    1.43   -1.41   -0.20    0.15    0.30   -0.35    0.14   -0.17    0.89   -0.91    2.72   -2.62    0.00    0.00    0.00    0.00    0.00    0.00    0.41   -0.45    0.00    0.00    0.00    0.00    0.00    0.00    0.32   -0.35   -1.12    1.12   -0.17    0.14    0.08   -0.11    0.00    0.00    0.00    0.00    0.07   -0.10   -0.06    0.05   -0.02    0.01    0.00    0.00    0.00    0.00    0.00    0.00   -0.14    0.14    0.12   -0.12    0.51   -0.59   -0.01    0.01
       1     0.5       1     638     737     0.58704    0.13    1.00    0.00    0.10    2.60    0.00    0.00    0.93   -0.93    1.54   -1.50   -0.37    0.41    0.26   -0.22    0.10   -0.07    0.63   -0.59    2.86   -2.82    0.00    0.00    0.00    0.00    0.00    0.00    0.53   -0.53    0.00    0.00    0.00    0.00    0.00    0.00    0.29   -0.26   -1.43    1.47   -0.00    0.02    0.13   -0.10    0.00    0.00    0.00    0.00    0.15   -0.12   -0.04    0.06   -0.06    0.07    0.00    0.00    0.00    0.00    0.00    0.00   -0.13    0.13    0.11   -0.11    0.48   -0.55   -0.01    0.01
       1     0.5       1     737     846     0.23758    0.19    1.00   -0.05    0.05    2.60    0.00    0.00    0.92   -0.94    1.52   -1.55   -0.24    0.18    0.43   -0.47    0.26   -0.30    0.45   -0.49    2.89   -2.83    0.00    0.00    0.00    0.00    0.00    0.00    0.57   -0.57    0.00    0.00    0.00    0.00    0.00    0.00    0.41   -0.44   -1.60    1.55   -0.06    0.04    0.08   -0.12    0.00    0.00    0.00    0.00    0.09   -0.13   -0.06    0.05   -0.08    0.06    0.00    0.00    0.00    0.00    0.00    0.00   -0.13    0.13    0.11   -0.11    0.47   -0.53   -0.01    0.01
       1     0.5       1     846     967      0.0969    0.29    1.00   -0.10    0.05    2.60    0.00    0.00    0.98   -0.98    1.64   -1.64   -0.46    0.51    0.31   -0.27    0.12   -0.10    0.11   -0.08    2.96   -3.00    0.00    0.00    0.00    0.00    0.00    0.00    0.56   -0.57    0.00    0.00    0.00    0.00    0.00    0.00    0.27   -0.30   -1.78    1.87   -0.06    0.00    0.13   -0.12    0.00    0.00    0.00    0.00    0.07   -0.04   -0.12    0.13   -0.02    0.03    0.00    0.00    0.00    0.00    0.00    0.00   -0.12    0.12    0.11   -0.11    0.46   -0.50   -0.01    0.01
       1     0.5       1     967    1101    0.038968    0.43    1.00    0.00    0.10    2.60    0.00    0.00    1.08   -0.96    1.68   -1.52   -0.30    0.28    0.54   -0.56    0.38   -0.38    0.16   -0.18    3.20   -2.96    0.00    0.00    0.00    0.00    0.00    0.00    0.82   -0.73    0.00    0.00    0.00    0.00    0.00    0.00    0.54   -0.44   -2.00    2.09    0.05    0.06    0.12   -0.10    0.00    0.00    0.00    0.00    0.07   -0.08   -0.03    0.02   -0.08    0.10    0.00    0.00    0.00    0.00    0.00    0.00   -0.12    0.12    0.10   -0.10    0.50   -0.52   -0.00    0.01
       1     0.5       1    1101    1248    0.015813    0.64    1.00   -0.05   -0.00    2.60    0.00    0.00    1.07   -1.19    1.93   -2.01   -0.60    0.68    0.54   -0.47    0.30   -0.25   -0.37    0.44    3.35   -3.24    0.00    0.00    0.00    0.00    0.00    0.00    0.75   -0.83    0.00    0.00    0.00    0.00    0.00    0.00    0.37   -0.39   -2.41    2.47    0.05   -0.09    0.13   -0.10    0.00    0.00    0.00    0.00    0.04   -0.04    0.08   -0.07   -0.05    0.02    0.00    0.00    0.00    0.00    0.00    0.00   -0.11    0.11    0.10   -0.10    0.44   -0.46   -0.00    0.00
       1     0.5       1    1248    1410   0.0061645    0.98    1.00   -0.05    0.05    2.60    0.00    0.00    1.17   -0.97    1.77   -1.65   -0.38    0.28    0.48   -0.53    0.28   -0.32   -0.37    0.32    3.23   -3.40    0.00    0.00    0.00    0.00    0.00    0.00    0.94   -0.88    0.00    0.00    0.00    0.00    0.00    0.00    0.55   -0.51   -2.35    2.46    0.19   -0.19    0.14   -0.20    0.00    0.00    0.00    0.00    0.11   -0.06    0.10   -0.04   -0.01    0.08    0.00    0.00    0.00    0.00    0.00    0.00   -0.11    0.11    0.10   -0.10    0.54   -0.58   -0.00    0.00
       1     0.5       1    1410    1588   0.0023764    1.51    1.00    0.00    0.00    2.60    0.00    0.00    0.93   -1.69    1.90   -2.49   -0.93    0.65    0.33   -0.70    0.32   -0.51   -1.04    0.62    3.88   -3.59    0.00    0.00    0.00    0.00    0.00    0.00    0.79   -1.21    0.00    0.00    0.00    0.00    0.00    0.00    0.08   -0.56   -3.58    3.09   -0.11    0.06    0.07   -0.08    0.00    0.00    0.00    0.00   -0.00   -0.09   -0.00   -0.10   -0.05   -0.01    0.00    0.00    0.00    0.00    0.00    0.00   -0.10    0.10    0.10   -0.10    0.52   -0.59   -0.00    0.00
       1     0.5       1    1588    1784  0.00088469    2.33    1.00    0.00    0.00    2.60    0.00    0.00    1.78   -0.55    2.35   -1.47   -0.14    1.00    1.12   -0.29    0.62   -0.31   -0.61    1.43    3.99   -4.29    0.00    0.00    0.00    0.00    0.00    0.00    1.42   -0.48    0.00    0.00    0.00    0.00    0.00    0.00    1.30   -0.51   -2.53    3.33    0.51   -0.71    0.20   -0.17    0.00    0.00    0.00    0.00    0.19   -0.11    0.20   -0.05   -0.06    0.09    0.00    0.00    0.00    0.00    0.00    0.00   -0.10    0.10    0.11   -0.11    0.45   -0.51   -0.01    0.00
       1     0.5       1    1784    2000  0.00029647    3.89    1.00    0.00    0.00    2.60    0.00    0.00    1.47   -1.65    2.97   -2.47   -1.05    0.70    0.64   -0.89    0.40   -0.46   -1.23    1.51    4.64   -3.34    0.00    0.00    0.00    0.00    0.00    0.00    1.35   -1.76    0.00    0.00    0.00    0.00    0.00    0.00    0.88   -0.66   -4.02    3.72    0.46    0.97    0.21   -0.00    0.00    0.00    0.00    0.00   -0.04    0.00   -0.11   -0.05    0.25    0.05    0.00    0.00    0.00    0.00    0.00    0.00   -0.08    0.08    0.11   -0.11    0.84   -0.94   -0.01    0.00
       1     0.5       1    2000    2238   0.0001026    6.17    1.00    0.00    0.00    2.60    0.00    0.00    0.56   -1.56    0.96   -2.79   -0.74   -0.41   -0.22   -1.00    0.50   -0.90   -2.57    0.71    2.77   -4.06    0.00    0.00    0.00    0.00    0.00    0.00    0.60   -1.14    0.00    0.00    0.00    0.00    0.00    0.00   -0.88   -0.57   -3.84    4.16   -0.29   -1.63    0.41   -0.42    0.00    0.00    0.00    0.00    0.19   -0.15    0.33   -0.24   -0.43   -0.11    0.00    0.00    0.00    0.00    0.00    0.00   -0.13    0.13    0.11   -0.11    0.44   -0.36   -0.01    0.01
       1     0.5       1    2238    2500  3.2999e-05   10.24    1.00    0.00    0.00    2.60    0.00    0.00    4.35   -0.99    5.79   -1.91   -0.98    3.25    2.75   -0.56    1.06   -0.52   -0.07    4.82    9.06   -5.58    0.00    0.00    0.00    0.00    0.00    0.00    3.19   -0.71    0.00    0.00    0.00    0.00    0.00    0.00    4.01   -1.23   -4.57    6.38    2.44    1.49   -0.05    0.04    0.00    0.00    0.00    0.00   -0.12   -0.02    0.02    0.04    0.03   -0.05    0.00    0.00    0.00    0.00    0.00    0.00    0.07   -0.07    0.10   -0.10    1.02   -0.66   -0.02    0.02
       1     0.5       1    2500    2787  5.6561e-06   27.04    1.00    0.00    0.00    2.60    0.00    0.00   -3.80   -1.76   -0.91   -4.41    1.49   -2.92   -2.33    1.00   -0.35    0.19   -5.24   -3.10   -6.73   -5.57    0.00    0.00    0.00    0.00    0.00    0.00   -1.95   -5.12    0.00    0.00    0.00    0.00    0.00    0.00   -3.34    0.82   -3.99    2.93   -1.58   -8.57    0.06   -0.03    0.00    0.00    0.00    0.00    0.14    0.03   -0.02   -0.04   -0.01    0.06    0.00    0.00    0.00    0.00    0.00    0.00   -1.38    1.38    1.49   -1.44    2.18   -2.96    0.03    0.01
       0     0.5       1    2787    3103           0    0.00    1.00    0.00    0.00    2.60    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
       0     0.5       1    3103    3450           0    0.00    1.00    0.00    0.00    2.60    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
       0       1     1.5      56      74           0    0.00    1.00    0.10   -0.10    2.60    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
       0       1     1.5      74      97           0    0.00    1.00    0.10   -0.10    2.60    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
       0       1     1.5      97     133       12135    0.46    1.00    0.10   -0.10    2.60    0.00    0.00    0.76   -0.69    1.25   -1.11    0.30   -0.28   -0.40    0.42   -0.11    0.12    3.53   -3.37    2.20   -2.11    0.36   -0.32    0.00    0.00    0.00    0.00   -0.12    0.11   -0.01    0.01    0.00    0.00    0.00    0.00   -0.79    0.81    2.12   -1.93   -0.02    0.04    0.10   -0.08    0.04    0.01    0.00    0.00    0.62   -0.63    0.18   -0.18    0.29   -0.30    0.16   -0.13    0.00    0.00    0.00    0.00   -3.87    3.87    3.49   -3.27    4.37   -4.37   -0.39    0.38
       0       1     1.5     133     174      2650.5    0.56    1.00    0.10   -0.10    2.60    0.00    0.00    0.74   -0.81    1.25   -1.38    0.12   -0.15   -0.12    0.12   -0.08    0.08    2.88   -3.04    2.54   -2.68    0.33   -0.34    0.00    0.00    0.00    0.00   -0.05    0.06    0.00   -0.00    0.00    0.00    0.00    0.00   -0.46    0.40    0.98   -1.11    0.02   -0.04    0.10   -0.12    0.09   -0.11    0.00    0.00    0.34   -0.37    0.14   -0.13    0.09   -0.11    0.00   -0.01    0.00    0.00    0.00    0.00    1.23   -1.23    0.39   -0.38    3.13   -2.01   -0.07    0.06
       0       1     1.5     174     220      706.68    0.43    1.00    0.10   -0.10    2.60    0.00    0.00    0.77   -0.72    1.32   -1.18    0.13   -0.09   -0.11    0.15    0.01    0.00    2.66   -2.36    2.56   -2.33    0.30   -0.23    0.00    0.00    0.00    0.00    0.13   -0.13   -0.00    0.01    0.00    0.00    0.00    0.00   -0.08    0.23    0.37   -0.33    0.12   -0.07    0.12   -0.07    0.12   -0.09    0.00    0.00    0.32   -0.28    0.11   -0.12   -0.02    0.02    0.03   -0.01    0.00    0.00    0.00    0.00   -0.69    0.69    0.31   -0.31    1.62   -1.81   -0.05    0.05
       0       1     1.5     220     272      202.13    0.43    1.00    0.10   -0.10    2.60    0.00    0.00    0.76   -0.77    1.22   -1.25   -0.05   -0.01    0.00   -0.05   -0.05    0.03    2.01   -2.02    2.55   -2.32    0.27   -0.26    0.00    0.00    0.00    0.00    0.05   -0.08    0.02   -0.02    0.00    0.00    0.00    0.00   -0.03    0.02   -0.08    0.19    0.12   -0.12    0.08   -0.09    0.13   -0.13    0.00    0.00    0.22   -0.24    0.05   -0.02   -0.03    0.02   -0.04    0.05    0.00    0.00    0.00    0.00   -0.06    0.06    0.26   -0.26    1.54   -1.62   -0.01    0.01
       0       1     1.5     272     330      64.654    0.33    1.00    0.10   -0.10    2.60    0.00    0.00    0.81   -0.85    1.35   -1.38   -0.07    0.10    0.10   -0.07    0.05   -0.04    1.90   -1.91    2.65   -2.75    0.19   -0.23    0.00    0.00    0.00    0.00    0.22   -0.21    0.02   -0.02    0.00    0.00    0.00    0.00    0.27   -0.31   -1.06    0.89    0.13   -0.14    0.12   -0.10    0.10   -0.13    0.00    0.00    0.20   -0.19   -0.02    0.00   -0.10    0.12   -0.05    0.03    0.00    0.00    0.00    0.00   -0.25    0.25    0.24   -0.24    1.20   -1.41   -0.01    0.01
       0       1     1.5     330     395      21.674    0.25    1.00    0.10   -0.10    2.60    0.00    0.00    0.80   -0.77    1.36   -1.30   -0.09    0.10    0.10   -0.10    0.10   -0.11    1.64   -1.53    2.65   -2.44    0.21   -0.18    0.00    0.00    0.00    0.00    0.21   -0.19    0.01   -0.00    0.00    0.00    0.00    0.00    0.49   -0.43   -1.26    1.41    0.19   -0.17    0.10   -0.10    0.15   -0.13    0.00    0.00    0.15   -0.13    0.05   -0.05   -0.13    0.13   -0.05    0.08    0.00    0.00    0.00    0.00   -0.13    0.13    0.22   -0.22    1.18   -1.33   -0.01    0.01
       0       1     1.5     395     468      7.7651    0.22    1.00    0.10   -0.10    2.60    0.00    0.00    0.95   -0.91    1.49   -1.47   -0.18    0.20    0.20   -0.18    0.06   -0.02    1.40   -1.38    2.82   -2.77    0.22   -0.22    0.00    0.00    0.00    0.00    0.40   -0.40    0.04   -0.04    0.00    0.00    0.00    0.00    0.66   -0.65   -2.06    2.02    0.24   -0.25    0.12   -0.10    0.19   -0.20    0.00    0.00    0.14   -0.14   -0.08    0.08   -0.15    0.17   -0.06    0.05    0.00    0.00    0.00    0.00   -0.13    0.13    0.22   -0.22    0.99   -1.11   -0.02    0.02
       0       1     1.5     468     548      2.8685    0.21    1.00    0.10   -0.15    2.60    0.00    0.00    0.79   -0.81    1.42   -1.35   -0.28    0.27    0.21   -0.22    0.17   -0.22    1.10   -1.06    2.59   -2.54    0.13   -0.14    0.00    0.00    0.00    0.00    0.38   -0.33    0.02   -0.02    0.00    0.00    0.00    0.00    0.83   -0.79   -2.36    2.42    0.25   -0.23    0.09   -0.12    0.15   -0.14    0.00    0.00    0.09   -0.09   -0.04    0.04   -0.13    0.10   -0.05    0.05    0.00    0.00    0.00    0.00   -0.10    0.10    0.21   -0.21    0.94   -1.05   -0.02    0.02
       0       1     1.5     548     638      1.0937    0.17    1.00    0.10   -0.10    2.60    0.00    0.00    1.00   -0.97    1.61   -1.64   -0.21    0.20    0.35   -0.36    0.17   -0.13    0.95   -1.01    2.90   -2.89    0.19   -0.18    0.00    0.00    0.00    0.00    0.45   -0.54    0.02   -0.03    0.00    0.00    0.00    0.00    1.21   -1.20   -3.33    3.24    0.28   -0.29    0.13   -0.11    0.20   -0.21    0.00    0.00    0.13   -0.13   -0.06    0.06   -0.11    0.14   -0.05    0.04    0.00    0.00    0.00    0.00   -0.10    0.10    0.21   -0.21    0.87   -0.99   -0.01    0.01
       0       1     1.5     638     737     0.40958    0.19    1.00    0.10   -0.10    2.60    0.00    0.00    0.95   -1.01    1.57   -1.57   -0.43    0.44    0.27   -0.26    0.10   -0.13    0.62   -0.58    2.81   -2.79    0.13   -0.14    0.00    0.00    0.00    0.00    0.56   -0.53    0.05   -0.04    0.00    0.00    0.00    0.00    1.21   -1.23   -3.67    3.72    0.36   -0.35    0.12   -0.14    0.20   -0.20    0.00    0.00    0.02   -0.02   -0.05    0.05   -0.08    0.05   -0.02    0.02    0.00    0.00    0.00    0.00   -0.09    0.09    0.22   -0.21    0.97   -1.10   -0.01    0.01
       0       1     1.5     737     846     0.15763    0.27    1.00    0.15   -0.10    2.60    0.00    0.00    1.06   -0.88    1.70   -1.60   -0.16    0.20    0.47   -0.44    0.29   -0.25    0.48   -0.50    2.87   -2.74    0.13   -0.11    0.00    0.00    0.00    0.00    0.61   -0.53    0.04   -0.03    0.00    0.00    0.00    0.00    1.63   -1.53   -4.32    4.47    0.26   -0.26    0.14   -0.10    0.22   -0.19    0.00    0.00    0.10   -0.10   -0.06    0.06   -0.05    0.09   -0.02    0.02    0.00    0.00    0.00    0.00   -0.08    0.08    0.22   -0.22    0.84   -0.91   -0.01    0.01
       0       1     1.5     846     967    0.058955    0.42    1.00    0.10   -0.10    2.60    0.00    0.00    1.10   -1.41    1.82   -2.03   -0.74    0.60    0.36   -0.47    0.16   -0.25    0.03   -0.03    3.15   -3.23    0.12   -0.13    0.00    0.00    0.00    0.00    0.70   -0.99    0.02   -0.05    0.00    0.00    0.00    0.00    1.84   -2.06   -5.33    5.30    0.65   -0.63    0.14   -0.21    0.20   -0.22    0.00    0.00    0.03   -0.03   -0.14    0.13    0.07   -0.13    0.04   -0.04    0.00    0.00    0.00    0.00   -0.07    0.07    0.22   -0.22    1.08   -1.19   -0.01    0.01
       0       1     1.5     967    1101    0.021817    0.66    1.00    0.10   -0.15    2.60    0.00    0.00    1.17   -0.84    2.05   -1.63   -0.07    0.29    0.61   -0.44    0.39   -0.27    0.27   -0.17    3.04   -2.73    0.08   -0.03    0.00    0.00    0.00    0.00    0.90   -0.57    0.08   -0.03    0.00    0.00    0.00    0.00    2.22   -1.95   -5.41    6.10    0.22   -0.14    0.13   -0.02    0.28   -0.19    0.00    0.00    0.06   -0.06   -0.00    0.04    0.03    0.08    0.04   -0.00    0.00    0.00    0.00    0.00   -0.07    0.07    0.22   -0.22    0.95   -0.96   -0.01    0.01
       0       1     1.5    1101    1248   0.0078353    1.05    1.00    0.00    0.00    2.60    0.00    0.00    1.14   -1.71    1.92   -2.50   -1.06    0.68    0.51   -0.81    0.25   -0.53   -0.78    0.47    3.36   -3.62    0.02   -0.15    0.00    0.00    0.00    0.00    0.86   -1.36   -0.03   -0.09    0.00    0.00    0.00    0.00    2.69   -2.80   -7.69    7.09    0.54   -0.80    0.13   -0.32    0.07   -0.29    0.00    0.00    0.07   -0.09    0.07   -0.15    0.23   -0.46    0.00   -0.12    0.00    0.00    0.00    0.00   -0.06    0.06    0.22   -0.22    1.22   -1.40   -0.01    0.01
       0       1     1.5    1248    1410   0.0026197    1.76    1.00    0.00    0.00    2.60    0.00    0.00    1.47   -0.79    2.51   -1.74   -0.17    0.51    0.67   -0.45    0.37   -0.20   -0.13    0.62    3.79   -2.80    0.15    0.02    0.00    0.00    0.00    0.00    1.19   -0.73    0.14   -0.00    0.00    0.00    0.00    0.00    3.00   -2.56   -7.10    9.17    0.75   -0.14    0.16   -0.01    0.47   -0.15    0.00    0.00    0.01    0.02    0.05   -0.02    0.28   -0.01    0.24   -0.05    0.00    0.00    0.00    0.00   -0.06    0.06    0.22   -0.22    1.18   -1.26   -0.01    0.01
       0       1     1.5    1410    1588  0.00085354    2.93    1.00    0.00    0.00    2.60    0.00    0.00    1.68   -2.30    2.25   -3.17   -1.31    1.04    0.77   -0.94    0.88   -0.78   -1.91    0.90    3.28   -4.88   -0.01   -0.12    0.00    0.00    0.00    0.00    1.74   -2.31   -0.00   -0.10    0.00    0.00    0.00    0.00    3.21   -4.35  -11.04    8.33    0.43   -0.91    0.39   -0.42   -0.10   -0.17    0.00    0.00    0.13   -0.20    0.26   -0.26    0.55   -0.97   -0.10   -0.14    0.00    0.00    0.00    0.00   -0.06    0.06    0.22   -0.22    1.54   -1.97   -0.01    0.01
       0       1     1.5    1588    1784  0.00023085    5.56    1.00    0.00    0.00    2.60    0.00    0.00    2.03   -0.49    4.14   -2.11   -0.23    0.80    0.98   -0.49    0.03   -0.23    0.08    1.88    5.74   -1.59   -0.08   -0.01    0.00    0.00    0.00    0.00    2.15    0.16   -0.08   -0.03    0.00    0.00    0.00    0.00    5.81   -2.80   -6.86   16.35    0.22    0.02   -0.38    0.33    0.41   -0.35    0.00    0.00   -0.01    0.17   -0.16    0.36    0.83   -0.13    0.22   -0.25    0.00    0.00    0.00    0.00   -0.07    0.07    0.21   -0.21    1.77   -1.96   -0.01    0.02
       0       1     1.5    1784    2000   6.073e-05   10.11    1.00    0.00    0.00    2.60    0.00    0.00    2.32   -3.83    2.08   -3.25   -1.10    1.98    1.84   -0.89    1.49   -0.70   -4.16    2.51    3.27   -8.28    0.65    0.02    0.00    0.00    0.00    0.00    1.69   -4.84    0.65    0.03    0.00    0.00    0.00    0.00    5.07   -8.46  -20.94   10.96    1.53   -0.00    1.01   -0.72    0.36    0.34    0.00    0.00   -0.01   -0.14    0.28   -1.04    1.35   -1.35    0.46    0.24    0.00    0.00    0.00    0.00   -0.08    0.08    0.22   -0.22    2.39   -3.21   -0.03    0.03
       0       1     1.5    2000    2238   1.518e-05   17.96    1.00    0.00    0.00    2.60    0.00    0.00    0.20    1.21    4.12   -3.21   -1.13   -1.35   -1.24   -1.29    1.02   -1.22    1.20    0.05    7.02   -1.12   -0.57   -0.01    0.00    0.00    0.00    0.00    0.76    1.82   -0.57   -0.02    0.00    0.00    0.00    0.00    5.61   -2.20   -9.91   15.13   -0.34   -1.87    0.18   -0.50   -0.35   -0.28    0.00    0.00    0.02    0.11    0.55    0.38    0.18   -1.17   -0.42   -0.20    0.00    0.00    0.00    0.00   -0.10    0.10    0.25   -0.24    1.15   -0.83   -0.03    0.05
       0       1     1.5    2238    2500  1.1289e-06   75.23    1.00    0.00    0.00    2.60    0.00    0.00   23.82  -11.98   17.25  -11.61   -3.16   27.07   26.84   -2.85   -2.29   -3.14  -17.39   24.03   14.11  -43.02    1.04    0.01    0.00    0.00    0.00    0.00   22.67  -18.59    1.04    0.04    0.00    0.00    0.00    0.00   22.54  -41.11  -31.06   58.05    0.46    2.18   -0.49   -0.37    0.67    0.52    0.00    0.00   -0.08   -0.22   -1.10   -0.54   23.92   -3.02    0.78    0.36    0.00    0.00    0.00    0.00   -0.92    0.92    1.63   -1.58   16.49  -22.06   -0.89    0.83
       0       1     1.5    2500    2787           0    0.00    1.00    0.00    0.00    2.60    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
       0       1     1.5    2787    3103           0    0.00    1.00    0.00    0.00    2.60    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
